action,alert_name,bytes_received,bytes_sent,device,direction,dst_ip,dst_port,duration,host,http_method,level,log_type,msg,proto,protocol,raw_log,severity,source,src_ip,src_port,status_code,url,user,user_agent
ALLOW,,24055,2447,Firewall-01,outbound,10.0.0.155,53,2,workstation-01,,,network,,,UDP,"{""timestamp"": ""2026-01-06 11:13:22.011202"", ""log_type"": ""network"", ""source"": ""simulation"", ""host"": ""workstation-01"", ""severity"": ""INFO"", ""src_ip"": ""192.168.1.119"", ""dst_ip"": ""10.0.0.155"", ""src_port"": 57016, ""dst_port"": 53, ""protocol"": ""UDP"", ""action"": ""ALLOW"", ""bytes_sent"": 2447, ""bytes_received"": 24055, ""duration"": 2, ""direction"": ""outbound"", ""device"": ""Firewall-01""}",INFO,simulation,192.168.1.119,57016,,,,
alert,CLICK JACKING,,,,,10.0.0.38,,,,GET,warning,application,Detected CLICK JACKING: Generic CLICK JACKING Signature,,,"{""timestamp"": ""2026-01-06 11:13:49.164460"", ""log_type"": ""application"", ""src_ip"": ""192.168.1.80"", ""dst_ip"": ""10.0.0.38"", ""user"": ""N/A"", ""http_method"": ""GET"", ""url"": ""/search?q=Generic CLICK JACKING Signature"", ""status_code"": 200, ""user_agent"": ""Mozilla/5.0"", ""msg"": ""Detected CLICK JACKING: Generic CLICK JACKING Signature"", ""level"": ""warning"", ""action"": ""alert"", ""alert_name"": ""CLICK JACKING"", ""raw_log"": ""Pattern Detection: CLICK JACKING - Generic CLICK JACKING Signature""}",,,192.168.1.80,,200,/search?q=Generic CLICK JACKING Signature,N/A,Mozilla/5.0
ALLOW,,40822,4524,Firewall-01,outbound,10.0.0.3,80,94,workstation-01,,,network,,,TCP,"{""timestamp"": ""2026-01-06 11:14:26.904130"", ""log_type"": ""network"", ""source"": ""simulation"", ""host"": ""workstation-01"", ""severity"": ""INFO"", ""src_ip"": ""192.168.1.66"", ""dst_ip"": ""10.0.0.3"", ""src_port"": 30808, ""dst_port"": 80, ""protocol"": ""TCP"", ""action"": ""ALLOW"", ""bytes_sent"": 4524, ""bytes_received"": 40822, ""duration"": 94, ""direction"": ""outbound"", ""device"": ""Firewall-01""}",INFO,simulation,192.168.1.66,30808,,,,
DENY,,10337,1406,Firewall-01,outbound,10.0.0.24,22,65,workstation-01,,,network,,,TCP,"{""timestamp"": ""2026-01-06 11:14:35.714119"", ""log_type"": ""network"", ""source"": ""simulation"", ""host"": ""workstation-01"", ""severity"": ""INFO"", ""src_ip"": ""192.168.1.19"", ""dst_ip"": ""10.0.0.24"", ""src_port"": 5700, ""dst_port"": 22, ""protocol"": ""TCP"", ""action"": ""DENY"", ""bytes_sent"": 1406, ""bytes_received"": 10337, ""duration"": 65, ""direction"": ""outbound"", ""device"": ""Firewall-01""}",INFO,simulation,192.168.1.19,5700,,,,
DENY,,33622,1938,Firewall-01,outbound,10.0.0.26,80,13,workstation-01,,,network,,,UDP,"{""timestamp"": ""2026-01-06 11:14:37.168012"", ""log_type"": ""network"", ""source"": ""simulation"", ""host"": ""workstation-01"", ""severity"": ""INFO"", ""src_ip"": ""192.168.1.209"", ""dst_ip"": ""10.0.0.26"", ""src_port"": 24673, ""dst_port"": 80, ""protocol"": ""UDP"", ""action"": ""DENY"", ""bytes_sent"": 1938, ""bytes_received"": 33622, ""duration"": 13, ""direction"": ""outbound"", ""device"": ""Firewall-01""}",INFO,simulation,192.168.1.209,24673,,,,
DENY,,28127,565,Firewall-01,inbound,10.0.0.217,443,66,workstation-01,,,network,,,TCP,"{""timestamp"": ""2026-01-06 11:15:09.385677"", ""log_type"": ""network"", ""source"": ""simulation"", ""host"": ""workstation-01"", ""severity"": ""INFO"", ""src_ip"": ""192.168.1.114"", ""dst_ip"": ""10.0.0.217"", ""src_port"": 27577, ""dst_port"": 443, ""protocol"": ""TCP"", ""action"": ""DENY"", ""bytes_sent"": 565, ""bytes_received"": 28127, ""duration"": 66, ""direction"": ""inbound"", ""device"": ""Firewall-01""}",INFO,simulation,192.168.1.114,27577,,,,
alert,Cors Attack,,,,,10.0.0.47,,,,GET,warning,application,Detected Cors Attack: Generic Cors Attack Signature,,,"{""timestamp"": ""2026-01-06 11:15:40.771220"", ""log_type"": ""application"", ""src_ip"": ""192.168.1.145"", ""dst_ip"": ""10.0.0.47"", ""user"": ""N/A"", ""http_method"": ""GET"", ""url"": ""/search?q=Generic Cors Attack Signature"", ""status_code"": 200, ""user_agent"": ""Mozilla/5.0"", ""msg"": ""Detected Cors Attack: Generic Cors Attack Signature"", ""level"": ""warning"", ""action"": ""alert"", ""alert_name"": ""Cors Attack"", ""raw_log"": ""Pattern Detection: Cors Attack - Generic Cors Attack Signature""}",,,192.168.1.145,,200,/search?q=Generic Cors Attack Signature,N/A,Mozilla/5.0
alert,XML External Entity,,,,,10.0.0.25,,,,GET,warning,application,Detected XML External Entity: <!DOCTYPE,,,"{""timestamp"": ""2026-01-06 11:15:47.541385"", ""log_type"": ""application"", ""src_ip"": ""192.168.1.42"", ""dst_ip"": ""10.0.0.25"", ""user"": ""N/A"", ""http_method"": ""GET"", ""url"": ""/search?q=<!DOCTYPE"", ""status_code"": 200, ""user_agent"": ""Mozilla/5.0"", ""msg"": ""Detected XML External Entity: <!DOCTYPE"", ""level"": ""warning"", ""action"": ""alert"", ""alert_name"": ""XML External Entity"", ""raw_log"": ""Pattern Detection: XML External Entity - <!DOCTYPE""}",,,192.168.1.42,,200,/search?q=<!DOCTYPE,N/A,Mozilla/5.0
alert,DDOS,,,,,10.0.0.24,80,,,GET,warning,network,Detected DDOS: Generic DDOS Signature,TCP,,"{""timestamp"": ""2026-01-06 11:16:34.300044"", ""log_type"": ""network"", ""src_ip"": ""192.168.1.41"", ""dst_ip"": ""10.0.0.24"", ""user"": ""N/A"", ""http_method"": ""GET"", ""url"": ""/search?q=Generic DDOS Signature"", ""status_code"": 200, ""user_agent"": ""Mozilla/5.0"", ""msg"": ""Detected DDOS: Generic DDOS Signature"", ""level"": ""warning"", ""action"": ""alert"", ""alert_name"": ""DDOS"", ""src_port"": 17147, ""dst_port"": 80, ""proto"": ""TCP"", ""raw_log"": ""Pattern Detection: DDOS - Generic DDOS Signature""}",,,192.168.1.41,17147,200,/search?q=Generic DDOS Signature,N/A,Mozilla/5.0
alert,web socket hijacking,,,,,10.0.0.26,,,,GET,warning,application,Detected web socket hijacking: Generic web socket hijacking Signature,,,"{""timestamp"": ""2026-01-06 11:16:39.910684"", ""log_type"": ""application"", ""src_ip"": ""192.168.1.87"", ""dst_ip"": ""10.0.0.26"", ""user"": ""N/A"", ""http_method"": ""GET"", ""url"": ""/search?q=Generic web socket hijacking Signature"", ""status_code"": 200, ""user_agent"": ""Mozilla/5.0"", ""msg"": ""Detected web socket hijacking: Generic web socket hijacking Signature"", ""level"": ""warning"", ""action"": ""alert"", ""alert_name"": ""web socket hijacking"", ""raw_log"": ""Pattern Detection: web socket hijacking - Generic web socket hijacking Signature""}",,,192.168.1.87,,200,/search?q=Generic web socket hijacking Signature,N/A,Mozilla/5.0
alert,DEVICE SPOOFING,,,,,10.0.0.36,,,,GET,warning,application,Detected DEVICE SPOOFING: Generic DEVICE SPOOFING Signature,,,"{""timestamp"": ""2026-01-06 11:17:09.465160"", ""log_type"": ""application"", ""src_ip"": ""192.168.1.170"", ""dst_ip"": ""10.0.0.36"", ""user"": ""N/A"", ""http_method"": ""GET"", ""url"": ""/search?q=Generic DEVICE SPOOFING Signature"", ""status_code"": 200, ""user_agent"": ""Mozilla/5.0"", ""msg"": ""Detected DEVICE SPOOFING: Generic DEVICE SPOOFING Signature"", ""level"": ""warning"", ""action"": ""alert"", ""alert_name"": ""DEVICE SPOOFING"", ""raw_log"": ""Pattern Detection: DEVICE SPOOFING - Generic DEVICE SPOOFING Signature""}",,,192.168.1.170,,200,/search?q=Generic DEVICE SPOOFING Signature,N/A,Mozilla/5.0
